date,track_name,artist_name,peak_position,weeks_on_chart,current_position
2000-05-01,Been There,Clint Black With Steve Wariner,44,12,55
2000-05-01,Another Dumb Blonde,Hoku,27,12,56
2000-05-01,The Chain Of Love,Clay Walker,57,4,57
2000-05-01,Whoa!,Black Rob,43,10,58
2000-05-01,Yes!,Chad Brock,59,5,59
2000-05-01,Love's The Only House,Martina McBride,42,14,60
2000-05-01,I Don't Wanna,Aaliyah,35,15,61
2000-05-01,Best Of Me,Mya Featuring Jadakiss,62,4,62
2000-05-01,Couldn't Last A Moment,Collin Raye,63,8,63
2000-05-01,From The Bottom Of My Broken Heart,Britney Spears,14,15,64
2000-05-01,Where I Wanna Be,Donell Jones,65,3,65
2000-05-01,Kryptonite,3 Doors Down,66,5,66
2000-05-01,You Owe Me,NAS Featuring Ginuwine,59,7,67
2000-05-01,Mirror Mirror,M2M,68,6,68
2000-05-01,What I Need To Do,Kenny Chesney,68,6,69
2000-05-01,The Real Slim Shady,Eminem,70,1,70
2000-05-01,That's What I'm Looking For,Da Brat,56,11,71
2000-05-01,Purest Of Pain (A Puro Dolor),Son By Four,72,5,72
2000-05-01,I Don't Wanna Kiss You Goodnight,LFO,61,4,73
2000-05-01,Unconditional,Clay Davidson,74,7,74
2000-05-01,It's So Hard,Big Punisher Featuring Donell Jones,75,3,75
2000-05-01,Give Me You,Mary J. Blige,76,4,76
2000-05-01,Let's Get Married,Jagged Edge,77,1,77
2000-05-01,Whistle While You Twurk,Ying Yang Twins,74,8,78
2000-05-01,Untitled (How Does It Feel),D'Angelo,25,16,79
2000-05-01,The Bad Touch,Bloodhound Gang,52,8,80
2000-05-01,Lessons Learned,Tracy Lawrence,40,15,81
2000-05-01,It's Gonna Be Me,*NSYNC,82,1,82
2000-05-01,Another Nine Minutes,Yankee Grey,83,2,83
2000-05-01,More,Trace Adkins,84,2,84
2000-05-01,Absolutely (Story Of A Girl),Nine Days,85,1,85
2000-05-01,Back Here,BBMak,86,2,86
2000-05-01,Prayin' For Daylight,Rascal Flatts,87,1,87
2000-05-01,Flowers On The Wall,Eric Heatherly,88,2,88
2000-05-01,Falls Apart,Sugar Ray,29,17,89
2000-05-01,I Belong To You,Lenny Kravitz,71,7,90
2000-05-01,Real Live Woman,Trisha Yearwood,81,6,91
2000-05-01,No Mercy,Ty Herndon,92,6,92
2000-05-01,Where You Are,Jessica Simpson Featuring Nick Lachey,62,6,93
2000-05-01,Back At One,Mark Wills,36,17,94
2000-05-01,I Need A Hot Girl,Hot Boys,65,12,95
2000-05-01,"Left, Right, Left",Drama,73,13,96
2000-05-01,Mr. Too Damn Good,Gerald Levert,76,8,97
2000-05-01,It Was,Chely Wright,64,10,98
2000-05-01,(Hot S**t) Country Grammar,Nelly,99,2,99
2000-05-01,U Don't Love Me,Kumbia Kings Featuring A.B. Quintanilla,62,10,100
2000-06-01,Maria Maria,Santana Featuring The Product G&B,1,17,1
2000-06-01,You Sang To Me,Marc Anthony,2,15,2
2000-06-01,Breathe,Faith Hill,2,31,3
2000-06-01,Thong Song,Sisqo,3,19,4
2000-06-01,He Wasn't Man Enough,Toni Braxton,2,12,5
2000-06-01,Be With You,Enrique Iglesias,6,10,6
2000-06-01,Everything You Want,Vertical Horizon,6,20,7
2000-06-01,Try Again,Aaliyah,8,12,8
2000-06-01,I Try,Macy Gray,5,16,9
2000-06-01,I Wanna Know,Joe,10,23,10
2000-06-01,The Real Slim Shady,Eminem,11,5,11
2000-06-01,Oops!...I Did It Again,Britney Spears,12,7,12
2000-06-01,Say My Name,Destiny's Child,1,24,13
2000-06-01,Higher,Creed,14,31,14
2000-06-01,Otherside,Red Hot Chili Peppers,14,17,15
2000-06-01,There You Go,P!nk,7,14,16
2000-06-01,I Turn To You,Christina Aguilera,17,8,17
2000-06-01,Bye Bye Bye,*NSYNC,4,19,18
2000-06-01,It Feels So Good,Sonique,8,20,19
2000-06-01,Amazed,Lonestar,1,44,20
2000-06-01,Bent,matchbox twenty,21,6,21
2000-06-01,I Wish,Carl Thomas,20,11,22
2000-06-01,Smooth,Santana Featuring Rob Thomas,1,45,23
2000-06-01,Crash And Burn,Savage Garden,24,9,24
2000-06-01,Big Pimpin',Jay-Z Featuring UGK,25,7,25
2000-06-01,It's Gonna Be Me,*NSYNC,26,5,26
2000-06-01,Better Off Alone,Alice Deejay,27,9,27
2000-06-01,Party Up (Up In Here),DMX,27,15,28
2000-06-01,Broadway,Goo Goo Dolls,29,7,29
2000-06-01,Separated,Avant,23,6,30
2000-06-01,Shackles (Praise You),Mary Mary,28,11,31
2000-06-01,Yes!,Chad Brock,32,9,32
2000-06-01,Never Let You Go,Third Eye Blind,14,20,33
2000-06-01,Back Here,BBMak,34,6,34
2000-06-01,Swear It Again,Westlife,35,10,35
2000-06-01,Where I Wanna Be,Donell Jones,36,7,36
2000-06-01,(Hot S**t) Country Grammar,Nelly,37,6,37
2000-06-01,Let's Get Married,Jagged Edge,38,5,38
2000-06-01,Absolutely (Story Of A Girl),Nine Days,39,5,39
2000-06-01,Graduation (Friends Forever),Vitamin C,40,8,40
2000-06-01,The Way You Love Me,Faith Hill,35,13,41
2000-06-01,She's More,Andy Griggs,42,13,42
2000-06-01,The Chain Of Love,Clay Walker,43,8,43
2000-06-01,Only God Knows Why,Kid Rock,19,16,44
2000-06-01,Show Me The Meaning Of Being Lonely,Backstreet Boys,6,23,45
2000-06-01,Couldn't Last A Moment,Collin Raye,46,12,46
2000-06-01,I Knew I Loved You,Savage Garden,1,33,47
2000-06-01,I Need To Know,Marc Anthony,3,39,48
2000-06-01,Wobble Wobble,504 Boyz,17,8,49
2000-06-01,The One,Backstreet Boys,50,2,50
2000-06-01,Kryptonite,3 Doors Down,51,9,51
2000-06-01,How Do You Like Me Now?!,Toby Keith,31,19,52
2000-06-01,The Best Day,George Strait,31,19,53
2000-06-01,Unconditional,Clay Davidson,54,11,54
2000-06-01,I Hope You Dance,Lee Ann Womack,55,4,55
2000-06-01,Best Of Me,Mya Featuring Jadakiss,50,8,56
2000-06-01,What I Need To Do,Kenny Chesney,57,10,57
2000-06-01,Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,40,13,58
2000-06-01,Desert Rose,Sting Featuring Cheb Mami,59,4,59
2000-06-01,Purest Of Pain (A Puro Dolor),Son By Four,60,9,60
2000-06-01,Wifey,Next,61,2,61
2000-06-01,"Jumpin', Jumpin'",Destiny's Child,62,4,62
2000-06-01,Dance Tonight,Lucy Pearl,63,3,63
2000-06-01,Someday Out Of The Blue,Elton John,49,7,64
2000-06-01,Some Things Never Change,Tim McGraw,65,4,65
2000-06-01,Prayin' For Daylight,Rascal Flatts,66,5,66
2000-06-01,The Next Episode,Dr. Dre Featuring Snoop Dogg,67,2,67
2000-06-01,I Need You,LeAnn Rimes,68,2,68
2000-06-01,More,Trace Adkins,69,6,69
2000-06-01,Mirror Mirror,M2M,62,10,70
2000-06-01,What'Chu Like,Da Brat Featuring Tyrese,71,1,71
2000-06-01,I'll Be,Reba McEntire,72,4,72
2000-06-01,Feelin' So Good,Jennifer Lopez Featuring Big Pun & Fat Joe,51,14,73
2000-06-01,With Arms Wide Open,Creed,74,4,74
2000-06-01,You Owe Me,NAS Featuring Ginuwine,59,11,75
2000-06-01,It's So Hard,Big Punisher Featuring Donell Jones,75,7,76
2000-06-01,Flowers On The Wall,Eric Heatherly,77,6,77
2000-06-01,Carlene,Phil Vassar,45,14,78
2000-06-01,Another Nine Minutes,Yankee Grey,74,6,79
2000-06-01,Monica,Before Dark,80,3,80
2000-06-01,I Disappear,Metallica,81,4,81
2000-06-01,Forgot About Dre,Dr. Dre Featuring Eminem,25,20,82
2000-06-01,I Don't Wanna,Aaliyah,35,19,83
2000-06-01,Been There,Clint Black With Steve Wariner,44,16,84
2000-06-01,Whoa!,Black Rob,43,14,85
2000-06-01,From The Bottom Of My Broken Heart,Britney Spears,14,19,86
2000-06-01,Shut Up,"Trick Daddy Featuring Duece Poppito, Trina, Co",87,3,87
2000-06-01,Goodbye Earl,Dixie Chicks,19,12,88
2000-06-01,Nothing As It Seems,Pearl Jam,49,4,89
2000-06-01,Give Me You,Mary J. Blige,68,8,90
2000-06-01,I Like It,Sammie,24,19,91
2000-06-01,Me Neither,Brad Paisley,85,4,92
2000-06-01,Love's The Only House,Martina McBride,42,18,93
2000-06-01,That's What I'm Looking For,Da Brat,56,15,94
2000-06-01,This Time Around,Hanson,20,7,95
2000-06-01,Whistle While You Twurk,Ying Yang Twins,74,12,96
2000-06-01,3 Little Words,Nu Flavor,97,1,97
2000-06-01,The Bad Touch,Bloodhound Gang,52,12,98
2000-06-01,Lessons Learned,Tracy Lawrence,40,19,99
2000-06-01,Love Sets You Free,Kelly Price & Friends,91,4,100
2000-07-01,Be With You,Enrique Iglesias,1,14,1
2000-07-01,Try Again,Aaliyah,1,16,2
2000-07-01,I Turn To You,Christina Aguilera,3,12,3
2000-07-01,I Wanna Know,Joe,4,27,4
2000-07-01,The Real Slim Shady,Eminem,4,9,5
2000-07-01,Everything You Want,Vertical Horizon,3,24,6
2000-07-01,It's Gonna Be Me,*NSYNC,7,9,7
2000-07-01,Breathe,Faith Hill,2,35,8
2000-07-01,You Sang To Me,Marc Anthony,2,19,9
2000-07-01,There You Go,P!nk,7,18,10
2000-07-01,Higher,Creed,11,35,11
2000-07-01,Bent,matchbox twenty,12,10,12
2000-07-01,Thong Song,Sisqo,3,23,13
2000-07-01,Oops!...I Did It Again,Britney Spears,9,11,14
2000-07-01,He Wasn't Man Enough,Toni Braxton,2,16,15
2000-07-01,I Try,Macy Gray,5,20,16
2000-07-01,Absolutely (Story Of A Girl),Nine Days,17,9,17
2000-07-01,Back Here,BBMak,18,10,18
2000-07-01,Maria Maria,Santana Featuring The Product G&B,1,21,19
2000-07-01,Swear It Again,Westlife,20,14,20
2000-07-01,Big Pimpin',Jay-Z Featuring UGK,19,11,21
2000-07-01,Yes!,Chad Brock,22,13,22
2000-07-01,Say My Name,Destiny's Child,1,28,23
2000-07-01,Broadway,Goo Goo Dolls,24,11,24
2000-07-01,Separated,Avant,23,10,25
2000-07-01,Amazed,Lonestar,1,48,26
2000-07-01,I Wish,Carl Thomas,20,15,27
2000-07-01,Let's Get Married,Jagged Edge,28,9,28
2000-07-01,Otherside,Red Hot Chili Peppers,14,21,29
2000-07-01,The One,Backstreet Boys,30,6,30
2000-07-01,Wifey,Next,31,6,31
2000-07-01,Smooth,Santana Featuring Rob Thomas,1,49,32
2000-07-01,Where I Wanna Be,Donell Jones,33,11,33
2000-07-01,Crybaby,Mariah Carey Featuring Snoop Dogg,28,2,34
2000-07-01,Desert Rose,Sting Featuring Cheb Mami,35,8,35
2000-07-01,(Hot S**t) Country Grammar,Nelly,24,10,36
2000-07-01,"Jumpin', Jumpin'",Destiny's Child,37,8,37
2000-07-01,I Hope You Dance,Lee Ann Womack,38,8,38
2000-07-01,Better Off Alone,Alice Deejay,27,13,39
2000-07-01,Bye Bye Bye,*NSYNC,4,23,40
2000-07-01,The Next Episode,Dr. Dre Featuring Snoop Dogg,41,6,41
2000-07-01,Dance Tonight,Lucy Pearl,42,7,42
2000-07-01,Doesn't Really Matter,Janet,43,3,43
2000-07-01,Party Up (Up In Here),DMX,27,19,44
2000-07-01,Couldn't Last A Moment,Collin Raye,43,16,45
2000-07-01,Crash And Burn,Savage Garden,24,13,46
2000-07-01,Kryptonite,3 Doors Down,47,13,47
2000-07-01,Purest Of Pain (A Puro Dolor),Son By Four,48,13,48
2000-07-01,It Feels So Good,Sonique,8,24,49
2000-07-01,Simple Kind Of Life,No Doubt,50,1,50
2000-07-01,What'Chu Like,Da Brat Featuring Tyrese,51,5,51
2000-07-01,Unconditional,Clay Davidson,49,15,52
2000-07-01,The Chain Of Love,Clay Walker,40,12,53
2000-07-01,I Wanna Be With You,Mandy Moore,54,3,54
2000-07-01,The Way You Love Me,Faith Hill,35,17,55
2000-07-01,Prayin' For Daylight,Rascal Flatts,56,9,56
2000-07-01,I'll Be,Reba McEntire,57,8,57
2000-07-01,Some Things Never Change,Tim McGraw,58,8,58
2000-07-01,I Need You,LeAnn Rimes,59,6,59
2000-07-01,Shackles (Praise You),Mary Mary,28,15,60
2000-07-01,I Will Love Again,Lara Fabian,61,4,61
2000-07-01,I Think God Can Explain,Splender,62,4,62
2000-07-01,I Think I'm In Love With You,Jessica Simpson,63,1,63
2000-07-01,What About Now,Lonestar,64,4,64
2000-07-01,Flowers On The Wall,Eric Heatherly,65,10,65
2000-07-01,Incomplete,Sisqo,66,2,66
2000-07-01,That's The Way,Jo Dee Messina,67,2,67
2000-07-01,Could I Have This Kiss Forever,Whitney Houston & Enrique Iglesias,68,3,68
2000-07-01,She's More,Andy Griggs,37,17,69
2000-07-01,Wobble Wobble,504 Boyz,17,12,70
2000-07-01,"Same Script, Different Cast",Whitney Houston & Deborah Cox,71,3,71
2000-07-01,What I Need To Do,Kenny Chesney,56,14,72
2000-07-01,Whatever,Ideal Featuring Lil' Mo,67,4,73
2000-07-01,It Must Be Love,Alan Jackson,74,2,74
2000-07-01,With Arms Wide Open,Creed,68,8,75
2000-07-01,No More,Ruff Endz,76,1,76
2000-07-01,Taking You Home,Don Henley,77,2,77
2000-07-01,Only God Knows Why,Kid Rock,19,20,78
2000-07-01,Cold Day In July,Dixie Chicks,79,2,79
2000-07-01,Mirror Mirror,M2M,62,14,80
2000-07-01,I Disappear,Metallica,76,8,81
2000-07-01,One Voice,Billy Gilman,82,3,82
2000-07-01,More,Trace Adkins,65,10,83
2000-07-01,Best Of Me,Mya Featuring Jadakiss,50,12,84
2000-07-01,You'll Always Be Loved By Me,Brooks & Dunn,85,4,85
2000-07-01,Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,40,17,86
2000-07-01,Graduation (Friends Forever),Vitamin C,38,12,87
2000-07-01,Take That,"Torrey Carter Featuring Missy ""Misdemeanor"" Elliott",88,2,88
2000-07-01,Shut Up,"Trick Daddy Featuring Duece Poppito, Trina, Co",83,7,89
2000-07-01,It's So Hard,Big Punisher Featuring Donell Jones,75,11,90
2000-07-01,Monica,Before Dark,77,7,91
2000-07-01,When You Need My Love,Darryl Worley,88,4,92
2000-07-01,Someday Out Of The Blue,Elton John,49,11,93
2000-07-01,3 Little Words,Nu Flavor,89,5,94
2000-07-01,You Owe Me,NAS Featuring Ginuwine,59,15,95
2000-07-01,Carlene,Phil Vassar,45,18,96
2000-07-01,Riddle,En Vogue,92,3,97
2000-07-01,What You Want,DMX Featuring Sisqo,98,1,98
2000-07-01,Got Beef,Snoop Dogg Presents Tha Eastsidaz Featuring Jayo Felony And Blaqthoven,99,1,99
2000-07-01,Been There,Clint Black With Steve Wariner,44,20,100
2000-08-01,It's Gonna Be Me,*NSYNC,1,14,1
2000-08-01,Incomplete,Sisqo,2,7,2
2000-08-01,Bent,matchbox twenty,1,15,3
2000-08-01,Everything You Want,Vertical Horizon,1,29,4
2000-08-01,Try Again,Aaliyah,1,21,5
2000-08-01,"Jumpin', Jumpin'",Destiny's Child,6,13,6
2000-08-01,I Wanna Know,Joe,4,32,7
2000-08-01,Absolutely (Story Of A Girl),Nine Days,6,14,8
2000-08-01,Higher,Creed,7,40,9
2000-08-01,Doesn't Really Matter,Janet,10,8,10
2000-08-01,He Wasn't Man Enough,Toni Braxton,2,21,11
2000-08-01,There You Go,P!nk,7,23,12
2000-08-01,I Need You,LeAnn Rimes,13,11,13
2000-08-01,Let's Get Married,Jagged Edge,11,14,14
2000-08-01,No More,Ruff Endz,12,6,15
2000-08-01,Back Here,BBMak,13,15,16
2000-08-01,(Hot S**t) Country Grammar,Nelly,17,15,17
2000-08-01,Kryptonite,3 Doors Down,18,18,18
2000-08-01,Desert Rose,Sting Featuring Cheb Mami,19,13,19
2000-08-01,You Sang To Me,Marc Anthony,2,24,20
2000-08-01,Wifey,Next,21,11,21
2000-08-01,Breathe,Faith Hill,2,40,22
2000-08-01,I Think I'm In Love With You,Jessica Simpson,23,6,23
2000-08-01,Be With You,Enrique Iglesias,1,19,24
2000-08-01,I Turn To You,Christina Aguilera,3,17,25
2000-08-01,The Next Episode,Dr. Dre Featuring Snoop Dogg,23,11,26
2000-08-01,Separated,Avant,23,15,27
2000-08-01,I Wanna Be With You,Mandy Moore,28,8,28
2000-08-01,Big Pimpin',Jay-Z Featuring UGK,18,16,29
2000-08-01,The Real Slim Shady,Eminem,4,14,30
2000-08-01,What'Chu Like,Da Brat Featuring Tyrese,28,10,31
2000-08-01,Purest Of Pain (A Puro Dolor),Son By Four,30,18,32
2000-08-01,Wonderful,Everclear,33,5,33
2000-08-01,I Try,Macy Gray,5,25,34
2000-08-01,I Hope You Dance,Lee Ann Womack,32,13,35
2000-08-01,I Will Love Again,Lara Fabian,36,9,36
2000-08-01,What About Now,Lonestar,37,9,37
2000-08-01,That's The Way,Jo Dee Messina,38,7,38
2000-08-01,Smooth,Santana Featuring Rob Thomas,1,54,39
2000-08-01,Where I Wanna Be,Donell Jones,29,16,40
2000-08-01,Prayin' For Daylight,Rascal Flatts,41,14,41
2000-08-01,Amazed,Lonestar,1,53,42
2000-08-01,Dance Tonight,Lucy Pearl,36,12,43
2000-08-01,It Must Be Love,Alan Jackson,44,7,44
2000-08-01,Swear It Again,Westlife,20,19,45
2000-08-01,Thong Song,Sisqo,3,28,46
2000-08-01,Maria Maria,Santana Featuring The Product G&B,1,26,47
2000-08-01,Simple Kind Of Life,No Doubt,38,6,48
2000-08-01,Oops!...I Did It Again,Britney Spears,9,16,49
2000-08-01,Yes!,Chad Brock,22,18,50
2000-08-01,Flowers On The Wall,Eric Heatherly,51,15,51
2000-08-01,Could I Have This Kiss Forever,Whitney Houston & Enrique Iglesias,52,8,52
2000-08-01,I'll Be,Reba McEntire,51,13,53
2000-08-01,Whatever,Ideal Featuring Lil' Mo,54,9,54
2000-08-01,One Voice,Billy Gilman,55,8,55
2000-08-01,Faded,SoulDecision Featuring Thrust,56,5,56
2000-08-01,Come On Over Baby (All I Want Is You),Christina Aguilera,57,1,57
2000-08-01,Taking You Home,Don Henley,58,7,58
2000-08-01,Change Your Mind,Sister Hazel,59,4,59
2000-08-01,No Matter What They Say,Lil' Kim,60,4,60
2000-08-01,I Will...But,SHeDAISY,61,4,61
2000-08-01,Broadway,Goo Goo Dolls,24,16,62
2000-08-01,Crash And Burn,Savage Garden,24,18,63
2000-08-01,As We Lay,Kelly Price,64,4,64
2000-08-01,Cold Day In July,Dixie Chicks,65,7,65
2000-08-01,Don't Think I'm Not,Kandi,66,1,66
2000-08-01,I Wish,Carl Thomas,20,20,67
2000-08-01,Better Off Alone,Alice Deejay,27,18,68
2000-08-01,Just Be A Man About It,Toni Braxton,69,2,69
2000-08-01,Some Things Never Change,Tim McGraw,58,13,70
2000-08-01,Last Resort,Papa Roach,71,2,71
2000-08-01,Californication,Red Hot Chili Peppers,72,2,72
2000-08-01,Your Everything,Keith Urban,73,4,73
2000-08-01,You'll Always Be Loved By Me,Brooks & Dunn,74,9,74
2000-08-01,The Light,Common,75,1,75
2000-08-01,The One,Backstreet Boys,30,11,76
2000-08-01,Treat Her Like A Lady,Joe,77,1,77
2000-08-01,Sour Girl,Stone Temple Pilots,78,5,78
2000-08-01,What You Want,DMX Featuring Sisqo,79,6,79
2000-08-01,When You Need My Love,Darryl Worley,80,9,80
2000-08-01,I Think God Can Explain,Splender,62,9,81
2000-08-01,Country Comes To Town,Toby Keith,82,1,82
2000-08-01,Unconditional,Clay Davidson,49,20,83
2000-08-01,With Arms Wide Open,Creed,68,13,84
2000-08-01,Who Let The Dogs Out,Baha Men,85,3,85
2000-08-01,Dance With Me,Debelah Morgan,86,2,86
2000-08-01,I Disappear,Metallica,76,13,87
2000-08-01,"Same Script, Different Cast",Whitney Houston & Deborah Cox,70,8,88
2000-08-01,Callin' Me,Lil' Zane Featuring 112,83,2,89
2000-08-01,The Chain Of Love,Clay Walker,40,17,90
2000-08-01,Got It All,Eve & Jadakiss,88,4,91
2000-08-01,Wobble Wobble,504 Boyz,17,17,92
2000-08-01,Don't Call Me Baby,Madison Avenue,93,5,93
2000-08-01,Shackles (Praise You),Mary Mary,28,20,94
2000-08-01,Crybaby,Mariah Carey Featuring Snoop Dogg,28,7,95
2000-08-01,West Side Story,LFO,96,1,96
2000-08-01,Best Of Me,Mya Featuring Jadakiss,50,17,97
2000-08-01,Cherchez LaGhost,Ghostface Killah,98,1,98
2000-08-01,Take That,"Torrey Carter Featuring Missy ""Misdemeanor"" Elliott",86,7,99
2000-08-01,Dancing Queen,A*Teens,95,5,100
2000-09-01,Doesn't Really Matter,Janet,1,12,1
2000-09-01,Incomplete,Sisqo,1,11,2
2000-09-01,"Jumpin', Jumpin'",Destiny's Child,3,17,3
2000-09-01,Bent,matchbox twenty,1,19,4
2000-09-01,No More,Ruff Endz,5,10,5
2000-09-01,I Wanna Know,Joe,4,36,6
2000-09-01,Kryptonite,3 Doors Down,7,22,7
2000-09-01,Wifey,Next,8,15,8
2000-09-01,Absolutely (Story Of A Girl),Nine Days,6,18,9
2000-09-01,It's Gonna Be Me,*NSYNC,1,18,10
2000-09-01,(Hot S**t) Country Grammar,Nelly,11,19,11
2000-09-01,I Need You,LeAnn Rimes,11,15,12
2000-09-01,Try Again,Aaliyah,1,25,13
2000-09-01,Music,Madonna,14,4,14
2000-09-01,He Wasn't Man Enough,Toni Braxton,2,25,15
2000-09-01,Higher,Creed,7,44,16
2000-09-01,Back Here,BBMak,13,19,17
2000-09-01,Everything You Want,Vertical Horizon,1,33,18
2000-09-01,Desert Rose,Sting Featuring Cheb Mami,17,17,19
2000-09-01,Let's Get Married,Jagged Edge,11,18,20
2000-09-01,Callin' Me,Lil' Zane Featuring 112,21,6,21
2000-09-01,Wonderful,Everclear,22,9,22
2000-09-01,Come On Over Baby (All I Want Is You),Christina Aguilera,23,5,23
2000-09-01,Bounce With Me,Lil Bow Wow Featuring Xscape,24,3,24
2000-09-01,Faded,SoulDecision Featuring Thrust,25,9,25
2000-09-01,Lucky,Britney Spears,26,4,26
2000-09-01,I Think I'm In Love With You,Jessica Simpson,21,10,27
2000-09-01,Purest Of Pain (A Puro Dolor),Son By Four,26,22,28
2000-09-01,You Sang To Me,Marc Anthony,2,28,29
2000-09-01,Breathe,Faith Hill,2,44,30
2000-09-01,That's The Way,Jo Dee Messina,25,11,31
2000-09-01,Just Be A Man About It,Toni Braxton,32,6,32
2000-09-01,There You Go,P!nk,7,27,33
2000-09-01,Give Me Just One Night (Una Noche),98 Degrees,34,3,34
2000-09-01,What About Now,Lonestar,30,13,35
2000-09-01,Most Girls,P!nk,36,4,36
2000-09-01,It Must Be Love,Alan Jackson,37,11,37
2000-09-01,One Voice,Billy Gilman,38,12,38
2000-09-01,What'Chu Like,Da Brat Featuring Tyrese,26,14,39
2000-09-01,Separated,Avant,23,19,40
2000-09-01,Shake Ya Ass,Mystikal,41,4,41
2000-09-01,Bag Lady,Erykah Badu,42,3,42
2000-09-01,I Turn To You,Christina Aguilera,3,21,43
2000-09-01,The Next Episode,Dr. Dre Featuring Snoop Dogg,23,15,44
2000-09-01,With Arms Wide Open,Creed,45,17,45
2000-09-01,The Light,Common,46,5,46
2000-09-01,I Will...But,SHeDAISY,47,8,47
2000-09-01,Smooth,Santana Featuring Rob Thomas,1,58,48
2000-09-01,Don't Think I'm Not,Kandi,49,5,49
2000-09-01,Big Pimpin',Jay-Z Featuring UGK,18,20,50
2000-09-01,It's My Life,Bon Jovi,51,4,51
2000-09-01,Case Of The Ex (Whatcha Gonna Do),Mya,52,3,52
2000-09-01,I Wanna Be With You,Mandy Moore,24,12,53
2000-09-01,I Hope You Dance,Lee Ann Womack,32,17,54
2000-09-01,You're A God,Vertical Horizon,55,2,55
2000-09-01,You'll Always Be Loved By Me,Brooks & Dunn,56,13,56
2000-09-01,What You Want,DMX Featuring Sisqo,57,10,57
2000-09-01,Dance With Me,Debelah Morgan,58,6,58
2000-09-01,Your Everything,Keith Urban,59,8,59
2000-09-01,Whatever,Ideal Featuring Lil' Mo,47,13,60
2000-09-01,Who Let The Dogs Out,Baha Men,54,7,61
2000-09-01,Where I Wanna Be,Donell Jones,29,20,62
2000-09-01,It's Always Somethin',Joe Diffie,63,4,63
2000-09-01,Last Resort,Papa Roach,64,6,64
2000-09-01,Prayin' For Daylight,Rascal Flatts,38,18,65
2000-09-01,Country Comes To Town,Toby Keith,66,5,66
2000-09-01,Go On,George Strait,67,2,67
2000-09-01,I Will Love Again,Lara Fabian,32,13,68
2000-09-01,Treat Her Like A Lady,Joe,63,5,69
2000-09-01,Could I Have This Kiss Forever,Whitney Houston & Enrique Iglesias,52,12,70
2000-09-01,Taking You Home,Don Henley,58,11,71
2000-09-01,Kiss This,Aaron Tippin,72,2,72
2000-09-01,Let's Make Love,Faith Hill With Tim McGraw,73,4,73
2000-09-01,The Way I Am,Eminem,74,2,74
2000-09-01,Aaron's Party (Come Get It),Aaron Carter,75,2,75
2000-09-01,Open My Heart,Yolanda Adams,76,2,76
2000-09-01,Californication,Red Hot Chili Peppers,72,6,77
2000-09-01,When You Need My Love,Darryl Worley,75,13,78
2000-09-01,Best Of Intentions,Travis Tritt,79,3,79
2000-09-01,Deep Inside Of You,Third Eye Blind,80,1,80
2000-09-01,Change Your Mind,Sister Hazel,59,8,81
2000-09-01,Feels Like Love,Vince Gill,82,1,82
2000-09-01,Flowers On The Wall,Eric Heatherly,50,19,83
2000-09-01,Dance Tonight,Lucy Pearl,36,16,84
2000-09-01,Simple Kind Of Life,No Doubt,38,10,85
2000-09-01,No Matter What They Say,Lil' Kim,60,8,86
2000-09-01,Broadway,Goo Goo Dolls,24,20,87
2000-09-01,The Real Slim Shady,Eminem,4,18,88
2000-09-01,As We Lay,Kelly Price,64,8,89
2000-09-01,Don't Call Me Baby,Madison Avenue,90,9,90
2000-09-01,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Gether,91,1,91
2000-09-01,Baby U Are,Gerald Levert,89,3,92
2000-09-01,I'll Be,Reba McEntire,51,17,93
2000-09-01,Hey Papi,Jay-Z Featuring Memphis Bleek & Amil,94,4,94
2000-09-01,Sour Girl,Stone Temple Pilots,78,9,95
2000-09-01,Oops!...I Did It Again,Britney Spears,9,20,96
2000-09-01,Ta Da,Lil' Mo,97,4,97
2000-09-01,I Disappear,Metallica,76,17,98
2000-09-01,Kernkraft 400,Zombie Nation,99,1,99
