date,track_name,artist_name,peak_position,weeks_on_chart,current_position
2018-11-01,Africa,Weezer,51,15,96
2018-11-01,Electricity,Silk City x Dua Lipa,96,3,97
2018-11-01,Get Dripped,Lil Yachty Featuring Playboi Carti,98,1,98
2018-11-01,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,32,18,99
2018-11-01,Burning Man,Dierks Bentley Featuring Brothers Osborne,100,1,100
2018-12-01,"Thank U, Next",Ariana Grande,1,3,1
2018-12-01,Sicko Mode,Travis Scott,2,16,2
2018-12-01,Happier,Marshmello & Bastille,3,14,3
2018-12-01,Without Me,Halsey,4,7,4
2018-12-01,Lucid Dreams,Juice WRLD,2,28,5
2018-12-01,High Hopes,Panic! At The Disco,6,16,6
2018-12-01,Mo Bamba,Sheck Wes,7,13,7
2018-12-01,Girls Like You,Maroon 5 Featuring Cardi B,1,26,8
2018-12-01,Drip Too Hard,Lil Baby & Gunna,4,10,9
2018-12-01,ZEZE,Kodak Black Featuring Travis Scott & Offset,2,6,10
2018-12-01,Better Now,Post Malone,3,30,11
2018-12-01,Youngblood,5 Seconds Of Summer,7,25,12
2018-12-01,Breathin,Ariana Grande,13,14,13
2018-12-01,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,14,10,14
2018-12-01,Trip,Ella Mai,11,16,15
2018-12-01,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,9,5,16
2018-12-01,Eastside,"benny blanco, Halsey & Khalid",17,19,17
2018-12-01,MIA,Bad Bunny Featuring Drake,5,6,18
2018-12-01,Love Lies,Khalid & Normani,9,40,19
2018-12-01,Natural,Imagine Dragons,13,18,20
2018-12-01,Money,Cardi B,13,5,21
2018-12-01,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",11,8,22
2018-12-01,Shallow,Lady Gaga & Bradley Cooper,5,8,23
2018-12-01,I Like It,"Cardi B, Bad Bunny & J Balvin",1,33,24
2018-12-01,In My Feelings,Drake,1,21,25
2018-12-01,God Is A Woman,Ariana Grande,8,19,26
2018-12-01,Taste,Tyga Featuring Offset,8,26,27
2018-12-01,Leave Me Alone,Flipp Dinero,28,10,28
2018-12-01,All I Want For Christmas Is You,Mariah Carey,9,25,29
2018-12-01,Beautiful,Bazzi Featuring Camila Cabello,30,16,30
2018-12-01,Yes Indeed,Lil Baby & Drake,6,28,31
2018-12-01,Nonstop,Drake,2,21,32
2018-12-01,Speechless,Dan + Shay,33,11,33
2018-12-01,She Got The Best Of Me,Luke Combs,34,15,34
2018-12-01,Broken,lovelytheband,29,19,35
2018-12-01,Tequila,Dan + Shay,21,37,36
2018-12-01,Uproar,Lil Wayne,7,8,37
2018-12-01,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,3,18,38
2018-12-01,BAD!,XXXTENTACION,16,2,39
2018-12-01,Lose It,Kane Brown,28,19,40
2018-12-01,Ring,Cardi B Featuring Kehlani,28,18,41
2018-12-01,Boo'd Up,Ella Mai,5,34,42
2018-12-01,Better,Khalid,34,10,43
2018-12-01,I Like Me Better,Lauv,27,41,44
2018-12-01,Psycho,Post Malone Featuring Ty Dolla $ign,1,39,45
2018-12-01,Sad!,XXXTENTACION,1,38,46
2018-12-01,Best Shot,Jimmie Allen,46,10,47
2018-12-01,Lie,NF,48,17,48
2018-12-01,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,28,4,49
2018-12-01,Bohemian Rhapsody,Queen,2,44,50
2018-12-01,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,51,14,51
2018-12-01,When The Party's Over,Billie Eilish,52,5,52
2018-12-01,Armed And Dangerous,Juice WRLD,44,2,53
2018-12-01,Lost In Japan,Shawn Mendes X Zedd,48,9,54
2018-12-01,Drunk Me,Mitchell Tenpenny,54,15,55
2018-12-01,That's On Me,Yella Beezy,56,17,56
2018-12-01,Close Friends,Lil Baby,28,7,57
2018-12-01,You Say,Lauren Daigle,44,19,58
2018-12-01,I'm A Mess,Bebe Rexha,35,19,59
2018-12-01,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,56,13,60
2018-12-01,Topanga,Trippie Redd,52,4,61
2018-12-01,Rich,Maren Morris,62,7,62
2018-12-01,10 Freaky Girls,Metro Boomin Featuring 21 Savage,42,3,63
2018-12-01,Fine China,Future & Juice WRLD,26,5,64
2018-12-01,Backin' It Up,Pardison Fontaine Featuring Cardi B,65,6,65
2018-12-01,No Stylist,French Montana Featuring Drake,47,9,66
2018-12-01,Hangin' On,Chris Young,63,12,67
2018-12-01,1400 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,55,2,68
2018-12-01,Burning Man,Dierks Bentley Featuring Brothers Osborne,69,5,69
2018-12-01,Never Recover,Lil Baby & Gunna Featuring Drake,15,7,70
2018-12-01,Dip,Tyga & Nicki Minaj,63,4,71
2018-12-01,Talk To Me,Tory Lanez & Rich The Kid,72,4,72
2018-12-01,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,73,6,73
2018-12-01,Space Cadet,Metro Boomin Featuring Gunna,51,3,74
2018-12-01,I Love It,Kanye West & Lil Pump,6,11,75
2018-12-01,Be Alright,Dean Lewis,76,4,76
2018-12-01,Blue Tacoma,Russell Dickerson,52,14,77
2018-12-01,Don't Come Out The House,Metro Boomin Featuring 21 Savage,38,3,78
2018-12-01,Ella Quiere Beber,Anuel AA & Romeo Santos,79,3,79
2018-12-01,Lovely,Billie Eilish & Khalid,78,6,80
2018-12-01,Take One,Kodak Black,81,1,81
2018-12-01,Consequences,Camila Cabello,82,3,82
2018-12-01,Best Part,Daniel Caesar Featuring H.E.R.,75,18,83
2018-12-01,Falling Down,Lil Peep & XXXTENTACION,13,10,84
2018-12-01,STOOPID,6ix9ine Featuring Bobby Shmurda,25,7,85
2018-12-01,W O R K I N  M E,Quavo,52,15,86
2018-12-01,Sixteen,Thomas Rhett,87,2,87
2018-12-01,Good Girl,Dustin Lynch,88,2,88
2018-12-01,Lucky You,Eminem Featuring Joyner Lucas,6,12,89
2018-12-01,Last Shot,Kip Moore,90,2,90
2018-12-01,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,2,8,91
2018-12-01,Twerk,City Girls Featuring Cardi B,92,1,92
2018-12-01,Noticed,Lil Mosey,80,9,93
2018-12-01,Electricity,Silk City x Dua Lipa,94,5,94
2018-12-01,Desperate Man,Eric Church,68,15,95
2018-12-01,Millionaire,Chris Stapleton,96,2,96
2018-12-01,Ocean Eyes,Billie Eilish,97,1,97
2018-12-01,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,98,1,98
2018-12-01,Girl Like You,Jason Aldean,99,1,99
2018-12-01,Burn The House Down,AJR,100,1,100
2019-01-01,"Thank U, Next",Ariana Grande,1,8,1
2019-01-01,Without Me,Halsey,2,12,2
2019-01-01,All I Want For Christmas Is You,Mariah Carey,3,30,3
2019-01-01,Sicko Mode,Travis Scott,1,21,4
2019-01-01,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,4,10,5
2019-01-01,High Hopes,Panic! At The Disco,5,21,6
2019-01-01,Happier,Marshmello & Bastille,3,19,7
2019-01-01,Jingle Bell Rock,Bobby Helms,8,25,8
2019-01-01,Rockin' Around The Christmas Tree,Brenda Lee,9,27,9
2019-01-01,A Holly Jolly Christmas,Burl Ives,10,10,10
2019-01-01,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",11,17,11
2019-01-01,Drip Too Hard,Lil Baby & Gunna,4,15,12
2019-01-01,It's The Most Wonderful Time Of The Year,Andy Williams,10,10,13
2019-01-01,Girls Like You,Maroon 5 Featuring Cardi B,1,31,14
